Date,Close,High,Low,Open,Volume,MA7,MA30,Daily Change,Daily Return
12/11/2023,191.0177765,191.3243194,189.2774812,190.9485678,60943700,190.6378087,184.3136983,0.069208661,-1.292742681
12/12/2023,192.5306854,192.5405681,189.574146,190.9189246,52696900,191.1279755,185.1259735,1.611760806,0.792025205
12/13/2023,195.7442932,195.7838389,192.669102,192.9064061,70404200,192.3329097,186.0295685,2.837887116,1.669140574
12/14/2023,195.8926239,197.3857176,193.9644526,195.8036349,66831600,192.9954115,186.8327738,0.08898904,0.075777784
12/15/2023,195.3586578,196.1793546,194.7950305,195.3190971,128538400,193.737017,187.4996801,0.03956074,-0.272580996
12/18/2023,193.6974792,194.4292021,192.2142682,193.8952377,55751900,193.9658574,188.1414968,-0.197758461,-0.850322482
12/19/2023,194.735733,194.7456157,193.6974822,193.9644645,40714100,194.139607,188.7329961,0.77126857,0.536018222
12/20/2023,192.6493073,195.4673987,192.6493073,194.6961303,52242800,194.3726828,189.169693,-2.046823044,-1.071413936
12/21/2023,192.5009918,194.8741383,191.3342065,193.9051114,46482500,194.3684409,189.5662242,-1.404119599,-0.076987263
12/22/2023,191.4330902,193.2228289,190.8101368,192.9953924,37149600,193.7525548,189.9429596,-1.562302182,-0.554751226
12/26/2023,190.8892822,191.7198769,190.6717434,191.443012,28919300,193.0377917,190.162146,-0.553729761,-0.284072092
12/27/2023,190.9881134,191.334202,188.9511729,190.3355121,48087700,192.4134282,190.4373637,0.652601315,0.051774084
12/28/2023,191.4133301,192.4812438,191.0079154,191.9670598,34049900,192.0871211,190.63974,-0.553729706,0.222640387
12/29/2023,190.3750763,192.2241412,189.5840274,191.7297375,42672100,191.4641702,190.7887212,-1.35466123,-0.542414566
1/2/2024,183.5621643,186.3308274,181.8317517,185.0552577,82488700,190.1660069,190.6545715,-1.49309341,-3.578678533
1/3/2024,182.1877441,183.7995049,181.3769149,182.1580811,58414500,188.6926858,190.4752675,0.029663012,-0.748749161
1/4/2024,179.8739319,181.0407172,178.8554616,180.111236,71983600,187.0413775,190.1608276,-0.237304086,-1.270015317
1/5/2024,179.1520996,180.714417,178.1534097,179.9530462,62379700,185.3646371,189.8490234,-0.800946588,-0.401298992
1/8/2024,183.4830627,183.5226235,179.4685079,180.0519005,59144500,184.292487,189.6595016,3.431162212,2.417478302
1/9/2024,183.0677948,183.0776774,180.6847654,181.8614486,42841800,183.1002677,189.5003042,1.206346191,-0.226324947
1/10/2024,184.1060181,184.3136591,181.8614215,182.2866164,46792900,182.2046879,189.3816467,1.819401657,0.567125019
1/11/2024,183.5127563,184.9564217,181.5648046,184.4521203,49128400,182.1976297,189.2231089,-0.939363985,-0.322239178
